SPEAKER	SENTENCE	DOMAINID	DOMAIN	CATEGORY	SPEAKERID	SENTENCEID	MAIN	SUB	QA	QACNCT	MQ	SQ	UA	SA	개체명	용어사전	지식베이스
고객	카페 라떼 하나 주세요	 F	카페	카페	1	5	일반주문		Q		카페 라떼 하나 주세요				"카페라떼, 하나"		"카페라떼/메뉴, 하나/수량"
점원	따뜻하게 톨사이즈로 드릴까요?	 F	카페	카페	0	6	일반주문	사이즈	Q			따뜻하게 톨사이즈로 드릴까요?			"따뜻, 톨사이즈"		"따뜻/온도, 톨사이즈/사이즈"
고객	제일 작은 사이즈가 뭐죠?	 F	카페	카페	1	7	사이즈문의		Q		제일 작은 사이즈가 뭐죠?				"작은, 사이즈"		작은/크기
점원	숏사이즈 있어요	 F	카페	카페	0	8	사이즈문의		A					숏사이즈 있어요	숏사이즈		숏사이즈/사이즈
고객	톨사이즈로 주세요	 F	카페	카페	1	9	사이즈요구		Q		톨사이즈로 주세요				톨사이즈		톨사이즈/사이즈
점원	드시고 가세요?	 F	카페	카페	0	10	테이크아웃요구	테이크아웃여부	Q			드시고 가세요?					
고객	아뇨 테이크아웃할게요	 F	카페	카페	1	11	테이크아웃요구		Q		아뇨 테이크아웃할게요				테이크아웃		테이크아웃/포장
점원	음료는 한 잔만 드릴까요?	 F	카페	카페	0	12	일반주문	수량	Q			음료는 한 잔만 드릴까요?			"음료, 한 잔"		"음료/메뉴, 한 잔/수량"
고객	네	 F	카페	카페	1	13	일반주문	수량	A				네				
점원	사천 육백 원 결제하겠습니다	 F	카페	카페	0	14	결제요청		A					사천 육백 원 결제하겠습니다	"사천 육백 원, 결제"		사천육백 원/금액
고객	스타벅스 카드가 집에 많은데 별 적립한 걸 한 카드로 모을 수 있나요?	 F	카페	카페	1	15	쿠폰멤버십적립문의		Q		스타벅스 카드가 집에 많은데 별 적립한 걸 한 카드로 모을 수 있나요?				"스타벅스, 카드, 집, 별, 적립, 한 카드"		"스타벅스/브랜드명, 카드/결제수단, 별/적립종류, 한 카드/수량"
점원	계정 등록하신 카드인가요?	 F	카페	카페	0	16	쿠폰멤버십적립문의		Q			계정 등록하신 카드인가요?			"계정, 등록, 카드"		카드/결제수단
고객	잘 모르겠어요	 F	카페	카페	1	17	쿠폰멤버십적립문의		A				잘 모르겠어요				
점원	확인해드릴게요	 F	카페	카페	0	18	쿠폰멤버십적립문의		A					확인해드릴게요	확인		
고객	진열 된 건 모형이죠?	 F	카페	카페	1	1	메뉴문의		Q		진열 된 건 모형이죠?				"진열, 모형"		
점원	"네, 진열 된 것들은 모형입니다"	 F	카페	카페	0	2	메뉴문의		A					"네, 진열 된 것들은 모형입니다"	"진열, 모형"		
고객	커피 음료 말고는 어떤게 있어요?	 F	카페	카페	1	3	메뉴문의		Q		커피 음료 말고는 어떤게 있어요?				커피 음료		커피 음료/메뉴
점원	"티, 라떼, 스파클링과 주스가 있습니다"	 F	카페	카페	0	4	메뉴문의		A					"티, 라떼, 스파클링과 주스가 있습니다"	"티, 라떼, 스파클링, 주스"		"티/메뉴, 라떼/메뉴, 스파클링/메뉴, 주스/메뉴"
고객	자색 고구마는 어떤 맛이에요?	 F	카페	카페	1	5	메뉴문의		Q		자색 고구마는 어떤 맛이에요?				"자색 고구마, 맛"		자색 고구마/재료
점원	자색 고구마와 우유로 만든 음료입니다	 F	카페	카페	0	6	메뉴문의		A					자색 고구마와 우유로 만든 음료입니다	"자색 고구마, 우유, 음료"		"자색 고구마/재료, 우유/재료"
고객	초콜릿 라떼 하나 주세요	 F	카페	카페	1	7	일반주문		Q		초콜릿 라떼 하나 주세요				"초콜릿 라떼, 하나"		"초콜릿 라떼/메뉴, 하나/수량"
점원	드시고 가세요?	 F	카페	카페	0	8	테이크아웃요구	테이크아웃여부	Q			드시고 가세요?					
고객	아니요 일단 테이크아웃으로 주세요	 F	카페	카페	1	9	테이크아웃요구		Q		아니요 일단 테이크아웃으로 주세요				테이크아웃		테이크아웃/포장
점원	네 4900원 입니다	 F	카페	카페	0	10	가격문의		A					네 4900원 입니다	4900원		4900원/금액
고객	할인되거나 적립되는 카드 없죠?	 F	카페	카페	1	11	쿠폰멤버십적립문의		Q		할인되거나 적립되는 카드 없죠?				"할인, 적립, 카드"		카드/결제수단
점원	SK포인트 있으시면 사용 가능하세요	 F	카페	카페	0	12	쿠폰멤버십적립문의		A					SK포인트 있으시면 사용 가능하세요	"SK포인트, 사용, 가능"		SK포인트/포인트종류
고객	몇 퍼센트 되죠?	 F	카페	카페	1	13	쿠폰멤버십적립문의		Q		몇 퍼센트 되죠?				몇 퍼센트		퍼센트/단위
점원	SK포인트는 15퍼센트 적용 가능합니다	 F	카페	카페	0	14	쿠폰멤버십적립문의		A					SK포인트는 15퍼센트 적용 가능합니다	"SK포인트, 15퍼센트, 적용, 가능"		"SK포인트/포인트종류, 15퍼센트/할인율"
고객	주차는 어디다 하나요?	 F	카페	카페	1	15	주차문의		Q		주차는 어디다 하나요?				"주차, 어디"		
점원	지정된 주차장은 없습니다	 F	카페	카페	0	16	주차문의		A					지정된 주차장은 없습니다	"지정, 주차장"		
고객	티멤버십 이 어플로 하면 되나요?	 F	카페	카페	1	17	쿠폰멤버십적립문의		Q		티멤버십 이 어플로 하면 되나요?				"티멤버십, 어플"		티멤버십/통신사
점원	네 티멤버십 어플 맞습니다	 F	카페	카페	0	18	쿠폰멤버십적립문의		A					네 티멤버십 어플 맞습니다	"티멤버십, 어플"		티멤버십/통신사
고객	지금까지 실물카드 계속 썼는데 왜 안되죠?	 F	카페	카페	1	19	카드결제(카드오류상황)		Q		지금까지 실물카드 계속 썼는데 왜 안되죠?				"지금, 실물 카드"		실물 카드/결제수단
점원	카드가 컴퓨터에 입력이 안되는 것 같습니다	 F	카페	카페	0	20	카드결제(카드오류상황)		A					카드가 컴퓨터에 입력이 안되는 것 같습니다	"카드, 컴퓨터, 입력"		카드/결제수단
고객	영수증 좀 주세요	 F	카페	카페	1	21	영수증요청		Q		영수증 좀 주세요				영수증		
점원	네 영수증 드리겠습니다	 F	카페	카페	0	22	영수증요청		A					네 영수증 드리겠습니다	영수증		
고객	커피음료 말고는 어떤 게 있어요?	 F	카페	카페	1	1	메뉴문의		Q		커피음료 말고는 어떤 게 있어요?				커피음료		커피 음료/메뉴
점원	따뜻한거 찾으시나요?	 F	카페	카페	0	2	메뉴문의		Q			따뜻한거 찾으시나요?			따뜻		따뜻/온도
고객	네	 F	카페	카페	1	3	메뉴문의		A				네				
점원	밀크 베버리지나 블렌딩 드란티 종류로 보시면 됩니다	 F	카페	카페	0	4	메뉴문의		A					밀크 베버리지나 블렌딩 드란티 종류로 보시면 됩니다	"밀크 베버리지, 블렌딩 드란티, 종류"		"밀크 베버리지/메뉴, 블렌딩 드란티/메뉴"
고객	플랫치노에 적힌 초콜릿칩은 뭐에요?	 F	카페	카페	1	5	메뉴문의		Q		플랫치노에 적힌 초콜릿칩은 뭐에요?				"플랫치노, 초콜릿칩"		"플랫치노/메뉴, 초콜릿칩/메뉴"
점원	플랫치노는 얼음이 들어가는 음료입니다	 F	카페	카페	0	6	메뉴문의		A					플랫치노는 얼음이 들어가는 음료입니다	"플랫치노, 얼음, 음료"		"플랫치노/메뉴, 얼음/재료, 음료/메뉴"
고객	따뜻한 음료 중에 초콜렛은 없어요?	 F	카페	카페	1	7	메뉴문의		Q		따뜻한 음료 중에 초콜렛은 없어요?				"따뜻, 음료, 초콜렛"		"따뜻/온도, 음료/메뉴, 초콜렛/맛"
점원	핫초코 있는데 드릴까요?	 F	카페	카페	0	8	메뉴문의		Q			핫초코 있는데 드릴까요?			핫초코		핫초코/메뉴
고객	네 한 잔 주세요	 F	카페	카페	1	9	일반주문		Q		네 한 잔 주세요				한 잔		한 잔/수량
점원	휘핑크림 올려 드릴까요?	 F	카페	카페	0	10	일반주문	토핑	Q			휘핑크림 올려 드릴까요?			휘핑크림		휘핑크림/토핑
고객	아니요	 F	카페	카페	1	11	일반주문	토핑	A				아니요				
점원	적립 하시겠어요?	 F	카페	카페	0	12	결제요청	포인트적립할인	Q			적립 하시겠어요?			적립		
고객	아니요 	 F	카페	카페	1	13	결제요청	포인트적립할인	A				아니요 				
점원	네 드시고 가시는 건가요?	 F	카페	카페	0	14	테이크아웃요구	테이크아웃여부	Q			네 드시고 가시는 건가요?					
고객	일단 종이컵에 테이크아웃 해주세요 	 F	카페	카페	1	15	테이크아웃요구		Q		일단 종이컵에 테이크아웃 해주세요 				"종이컵, 테이크아웃"		"종이컵/일회용컵, 테이크아웃/포장"
점원	매장 내에서는 일회용 컵 사용이 금지되어 있어서 양해 부탁드립니다	 F	카페	카페	0	16	테이크아웃요구		A					매장 내에서는 일회용 컵 사용이 금지되어 있어서 양해 부탁드립니다	"매장, 일회용 컵, 사용, 금지, 양해"		
고객	요거트는 플레인하고 딸기밖에 안돼요?	 F	카페	카페	1	1	주문가능여부		Q		요거트는 플레인하고 딸기밖에 안돼요?				"요거트, 플레인, 딸기"		"요거트/메뉴, 플레인/재료, 딸기/재료"
점원	네 플레인 요거트와 딸기 요거트가 있습니다	 F	카페	카페	0	2	주문가능여부		A					네 플레인 요거트와 딸기 요거트가 있습니다	"플레인 요거트, 딸기 요거트"		"플레인 요거트/메뉴, 딸기 요거트/메뉴"
고객	그러면 플레인 요거트 하나 주시고 프라페는 뭐예요?	 F	카페	카페	1	3	메뉴문의		Q		그러면 플레인 요거트 하나 주시고 프라페는 뭐예요?				"플레인 요거트, 하나, 프라페"		"플레인 요거트/메뉴, 하나/수량"
점원	프라페는 얼음을 간 음료입니다	 F	카페	카페	0	4	메뉴문의		A					프라페는 얼음을 간 음료입니다	"프라페, 얼음, 음료"		"프라페/메뉴, 얼음/재료, 음료/메뉴"
고객	애들은 어떤 프라페를 좋아하나요?	 F	카페	카페	1	5	메뉴추천요구		Q		애들은 어떤 프라페를 좋아하나요?				"애, 프라페"		"애/연령, 프라페/메뉴"
점원	아이들은 쿠키프라페를 많이 먹어요	 F	카페	카페	0	6	메뉴추천요구		A					아이들은 쿠키프라페를 많이 먹어요	"아이, 쿠키프라페"		"아이/연령, 쿠키프라페/메뉴"
고객	플레인 요거트 하나랑 쿠키프라페 주세요	 F	카페	카페	1	7	일반주문		Q		플레인 요거트 하나랑 쿠키프라페 주세요				"플레인 요거트, 하나, 쿠키프라페"		"플레이 요건트/메뉴, 하나/수량, 쿠키프라페/메뉴"
점원	쿠키프라페에 휘핑크림 올려드릴까요?	 F	카페	카페	0	8	일반주문	토핑	Q			쿠키프라페에 휘핑크림 올려드릴까요?			"쿠키프라페, 휘핑크림"		"쿠키프라페/메뉴, 휘핑크림/토핑"
고객	네 휘핑 올려주세요	 F	카페	카페	1	9	일반주문	토핑	A				네 휘핑 올려주세요		휘핑		휘핑/토핑
점원	쿠폰 드릴까요?	 F	카페	카페	0	10	결제요청	포인트적립할인	Q			쿠폰 드릴까요?			쿠폰		쿠폰/적립수단
고객	네 전에 받은 쿠폰도 있어요	 F	카페	카페	1	11	쿠폰멤버십적립문의		Q		네 전에 받은 쿠폰도 있어요				쿠폰		쿠폰/적립수단
점원	쿠폰 합쳐드릴게요	 F	카페	카페	0	12	쿠폰멤버십적립문의		A					쿠폰 합쳐드릴게요	쿠폰		쿠폰/적립수단
고객	쿠폰 10개 모으면 음료 종류 상관없이 한 잔 무료예요?	 F	카페	카페	1	13	기프티콘쿠폰멤버십사용문의		Q		쿠폰 10개 모으면 음료 종류 상관없이 한 잔 무료예요?				"쿠폰, 10개, 음료, 한 잔, 무료"		"쿠폰/적립수단, 10개/수량, 음료/메뉴, 한 잔/수량"
점원	아뇨 아메리카노 하나만 가능하세요	 F	카페	카페	0	14	기프티콘쿠폰멤버십사용문의		A					아뇨 아메리카노 하나만 가능하세요	"아메리카노, 하나"		"아메리카노/메뉴, 하나/수량"
고객	음료 안 쏟아지게 잘 포장해주세요	 F	카페	카페	1	15	테이크아웃요구		Q		음료 안 쏟아지게 잘 포장해주세요				"음료, 포장"		음료/메뉴
점원	네 포장해드리겠습니다	 F	카페	카페	0	16	테이크아웃요구		A					네 포장해드리겠습니다	포장		
고객	이 음료에는 생딸기가 들어가요?	 F	카페	카페	1	1	메뉴문의		Q		이 음료에는 생딸기가 들어가요?				"음료, 생딸기"		"음료/메뉴, 생딸기/재료"
점원	네 생딸기를 넣어요	 F	카페	카페	0	2	메뉴문의		A					네 생딸기를 넣어요	생딸기		생딸기/재료
고객	에스프레소는 뜨거운 물 따로 주나요?	 F	카페	카페	1	3	메뉴문의		Q		에스프레소는 뜨거운 물 따로 주나요?				"에스프레소, 뜨거운, 물"		"에스프레소/메뉴, 뜨거운/온도, 물/메뉴"
점원	죄송합니다만 에스프레소는 불가능하고 2층 안쪽에 따로 레몬물이 준비되어 있습니다	 F	카페	카페	0	4	메뉴문의		A					죄송합니다만 에스프레소는 불가능하고 2층 안쪽에 따로 레몬물이 준비되어 있습니다	"에스프레소, 2층, 안쪽, 레몬, 물"		"에스프레소/메뉴, 2층/장소, 안쪽/방향, 레몬/재료"
고객	라떼 중에서는 카페라떼가 제일 덜 달죠?	 F	카페	카페	1	5	메뉴문의		Q		라떼 중에서는 카페라떼가 제일 덜 달죠?				"라떼, 카페라떼"		"라떼/메뉴, 카페라떼/메뉴"
점원	네 시럽이 안 들어가서 제일 안 달아요	 F	카페	카페	0	6	메뉴문의		A					네 시럽이 안 들어가서 제일 안 달아요	시럽		시럽/토핑
고객	카페라떼 하나 주세요	 F	카페	카페	1	7	일반주문		Q		카페라떼 하나 주세요				"카페라떼, 하나"		"카페라떼/메뉴, 하나/수량"
점원	드시고 가세요?	 F	카페	카페	0	8	테이크아웃요구	테이크아웃여부	Q			드시고 가세요?					
고객	네 2층에도 자리 있죠?	 F	카페	카페	1	9	자리여부문의		Q		네 2층에도 자리 있죠?				"2층, 자리"		2층/장소
점원	네 해피포인트 카드 있으세요?	 F	카페	카페	0	10	결제요청	포인트적립할인	Q			네 해피포인트 카드 있으세요?			해피포인트 카드		해피포인트카드/적립수단
고객	네 여기요	 F	카페	카페	1	11	결제요청	포인트적립할인	A				네 여기요				
점원	적립 해드렸습니다	 F	카페	카페	0	12	결제요청		A					적립 해드렸습니다	적립		
고객	크림치즈 마카롱 한 개에 천 원인가요?	 F	카페	카페	1	1	가격문의		Q		크림치즈 마카롱 한 개에 천 원인가요?				"크림치즈 마카롱, 한 개, 천 원"		"크림치즈 마카롱/메뉴, 한 개/수량, 천 원/금액"
점원	네 마카롱은 한 개당 천 원입니다	 F	카페	카페	0	2	가격문의		A					네 마카롱은 한 개당 천 원입니다	"마카롱, 한 개, 천 원"		"마카롱/메뉴, 한 개/수량, 천 원/금액"
고객	쿠앤크마카롱이랑 딸기마카롱도 하나씩 주세요	 F	카페	카페	1	3	일반주문		Q		쿠앤크마카롱이랑 딸기마카롱도 하나씩 주세요				"쿠앤크마카롱, 딸기마카롱, 하나"		"쿠앤크마카롱/메뉴, 딸기마카롱/메뉴, 하나/수량"
점원	저희 매장 9시반까지 이용 가능하신데 괜찮으세요?	 F	카페	카페	0	4	영업시간문의	영업시간안내	Q			저희 매장 9시반까지 이용 가능하신데 괜찮으세요?			"매장, 9시반"		9시반/시간
고객	네 아이스 아메리카노도 하나 주세요	 F	카페	카페	1	5	일반주문		Q		네 아이스 아메리카노도 하나 주세요				"아이스, 아메리카노, 하나"		"아이스/온도, 아메리카노/메뉴, 하나/수량"
점원	저희 마감 시간 다 돼서 테이크아웃컵에 제공해드릴게요	 F	카페	카페	0	6	일반주문		A					저희 마감 시간 다 돼서 테이크아웃컵에 제공해드릴게요	"마감, 시간, 테이크아웃컵"		테이크아웃컵/일회용컵
고객	초코 마카롱이랑 요거트 마카롱도 하나씩 더 주세요	 F	카페	카페	1	7	일반주문		Q		초코 마카롱이랑 요거트 마카롱도 하나씩 더 주세요				"초코 마카롱, 요거트 마카롱, 하나"		"초코 마카롱/메뉴, 요거트 마카롱/메뉴, 하나/수량"
점원	네 마카롱 총 다섯 개 구매하는 거 맞으시죠?	 F	카페	카페	0	8	일반주문	주문확인	Q			네 마카롱 총 다섯 개 구매하는 거 맞으시죠?			"마카롱, 다섯 개, 구매"		"마카롱/메뉴, 다섯 개/수량"
고객	네 승차권 있으면 10프로 할인되나요?	 F	카페	카페	1	9	할인문의		Q		네 승차권 있으면 10프로 할인되나요?				"승차권, 10프로, 할인"		10프로/할인율
점원	네 승차권 있으시면 음료 10퍼센트 할인 가능합니다	 F	카페	카페	0	10	할인문의		A					네 승차권 있으시면 음료 10퍼센트 할인 가능합니다	"승차권, 음료, 10퍼센트, 할인"		음료/메뉴
고객	영수증 하나 주세요	 F	카페	카페	1	11	영수증요청		Q		영수증 하나 주세요				"영수증, 하나"		하나/수량
점원	네 할인해서 7700원입니다	 F	카페	카페	0	12	가격문의		A					네 할인해서 7700원입니다	"할인, 7700원"		7700원/금액
고객	종이컵이랑 빨대 하나만 더 주면 안돼요?	 F	카페	카페	1	13	컵요구		Q		종이컵이랑 빨대 하나만 더 주면 안돼요?				"종이컵, 빨대, 하나"		"종이컵/일회용컵, 빨대/용품, 하나/수량"
점원	종이컵과 빨대는 옆에 있습니다	 F	카페	카페	0	14	컵요구		A					종이컵과 빨대는 옆에 있습니다	"종이컵, 빨대, 옆"		"종이컵/일회용컵, 빨대/용품, 옆/방향"
고객	커피 메뉴는 어디 있어요?	 F	카페	카페	1	1	메뉴문의		Q		커피 메뉴는 어디 있어요?				"커피, 메뉴"		커피/메뉴
점원	이쪽에 있어요	 F	카페	카페	0	2	메뉴문의		A					이쪽에 있어요	이쪽		이쪽/방향
고객	테이크아웃은 할인돼요?	 F	카페	카페	1	3	할인문의		Q		테이크아웃은 할인돼요?				"테이크아웃, 할인"		테이크아웃/포장
점원	네 테이크아웃하실 경우 할인됩니다	 F	카페	카페	0	4	할인문의		A					네 테이크아웃하실 경우 할인됩니다	"테이크아웃, 할인"		테이크아웃/포장
고객	커피에 샷은 한 개 들어가나요?	 F	카페	카페	1	5	메뉴문의		Q		커피에 샷은 한 개 들어가나요?				"커피, 샷, 한 개"		"커피/메뉴, 샷/메뉴, 한 개/수량"
점원	아메리카노는 샷이 하나 들어가고 카페라테는 두 개 들어갑니다	 F	카페	카페	0	6	메뉴문의		A					아메리카노는 샷이 하나 들어가고 카페라테는 두 개 들어갑니다	"아메리카노, 샷, 하나, 카페라떼, 두 개"		"아메리카노/메뉴, 샷/메뉴, 하나/수량, 카페라떼/메뉴, 두 개/수량"
고객	커피인데 달콤하게 먹을 수 있는게 있나요?	 F	카페	카페	1	7	메뉴추천요구		Q		커피인데 달콤하게 먹을 수 있는게 있나요?				"커피, 달콤"		"커피/메뉴, 달콤/맛"
점원	바닐라라테를 추천드릴게요	 F	카페	카페	0	8	메뉴추천요구		A					바닐라라테를 추천드릴게요	바닐라라떼		바닐라라떼/메뉴
고객	바닐라라테에 바닐라가 들어간건가요?	 F	카페	카페	1	9	메뉴문의		Q		바닐라라테에 바닐라가 들어간건가요?				"바닐라라떼, 바닐라"		"바닐라라떼/메뉴, 바닐라/재료"
점원	바닐라 시럽이 들어가요	 F	카페	카페	0	10	메뉴문의		A					바닐라 시럽이 들어가요	바닐러 시럽		바닐라 시럽/토핑
고객	커피콘은 밀가루에 커피를 넣은 건가요?	 F	카페	카페	1	11	메뉴문의		Q		커피콘은 밀가루에 커피를 넣은 건가요?				"커피콘, 밀가루, 커피"		"커피콘/메뉴, 밀가루/재료, 커피/재료"
점원	네 와플같은 디저트입니다	 F	카페	카페	0	12	메뉴문의		A					네 와플같은 디저트입니다	"와플, 디저트"		"와플/메뉴, 디저트/메뉴"
고객	커피콘 12개에 1500원짜리 테이크아웃이요	 F	카페	카페	1	13	테이크아웃요구		Q		커피콘 12개에 1500원짜리 테이크아웃이요				"커피콘, 12개, 1500원, 테이크아웃"		"커피콘/메뉴, 12개/수량, 1500원/금액, 테이크아웃/포장"
점원	네 테이크아웃으로 해드리겠습니다	 F	카페	카페	0	14	테이크아웃요구		A					네 테이크아웃으로 해드리겠습니다	테이크아웃		테이크아웃/포장
고객	자스민차 있나요?	 F	카페	카페	1	15	주문가능여부		Q		자스민차 있나요?				자스민차		자스민차/메뉴
점원	자스민차는 없어요	 F	카페	카페	0	16	주문가능여부		A					자스민차는 없어요	자스민차		자스민차/메뉴
고객	차 종류는 어디있나요?	 F	카페	카페	1	17	메뉴문의		Q		차 종류는 어디있나요?				"차, 종류"		차/메뉴
점원	차 종류는 저쪽 메뉴판을 보시면 돼요	 F	카페	카페	0	18	메뉴문의		A					차 종류는 저쪽 메뉴판을 보시면 돼요	"차, 종류, 저쪽, 메뉴판"		"차/메뉴, 저쪽/방향"
고객	아메리카노에 찬물을 조금 넣어주세요	 F	카페	카페	1	19	뜨거운차가운물요구		Q		아메리카노에 찬물을 조금 넣어주세요				"아메리카노, 찬, 물"		"아메리카노/메뉴, 찬/온도"
점원	네 드시고 가세요?	 F	카페	카페	0	20	테이크아웃요구	테이크아웃여부	Q			네 드시고 가세요?					
고객	아뇨 테이크아웃 해주시고 10프로 할인해주시는거 맞나요?	 F	카페	카페	1	21	할인문의		Q		아뇨 테이크아웃 해주시고 10프로 할인해주시는거 맞나요?						
점원	아뇨 원래 아메리카노 2000원인데 1200원으로 해드리는 거예요	 F	카페	카페	0	22	할인문의		A					아뇨 원래 아메리카노 2000원인데 1200원으로 해드리는 거예요	"아메리카노, 2000원, 1200원"		"아메리카노/메뉴, 2000원/금액, 1200원/금액"
고객	영수증도 좀 주실래요?	 F	카페	카페	1	23	영수증요청		Q		영수증도 좀 주실래요?				영수증		
점원	네 음료랑 같이 드릴게요	 F	카페	카페	0	24	영수증요청		A					네 음료랑 같이 드릴게요	음료		음료/메뉴
고객	아메리카노에 찬물 넣으셨어요?	 F	카페	카페	1	25	뜨거운차가운물요구		Q		아메리카노에 찬물 넣으셨어요?				"아메리카노, 찬, 물"		"아메리카노/메뉴, 찬/온도"
점원	네 아메리카노에 찬물 조금 넣어드렸습니다	 F	카페	카페	0	26	뜨거운차가운물요구		A					네 아메리카노에 찬물 조금 넣어드렸습니다	"아메리카노, 찬, 물"		"아메리카노/메뉴, 찬/온도"
고객	사장님 아메리카노가 뜨거워서 그러는데 얼음 몇 개 넣어주실 수 있어요?	 F	카페	카페	1	27	얼음요구		Q		사장님 아메리카노가 뜨거워서 그러는데 얼음 몇 개 넣어주실 수 있어요?				"사장님, 아메리카노, 뜨거워, 얼음, 몇 개"		"사장님/호칭, 아메리카노/메뉴, 뜨거워/온도, 얼음/재료, 몇 개/수량"
점원	네 얼음 드릴게요	 F	카페	카페	0	28	얼음요구		A					네 얼음 드릴게요	얼음		얼음/재료
고객	테이크아웃하면 할인되나요?	 F	카페	카페	1	1	할인문의		Q		테이크아웃하면 할인되나요?				"테이크아웃, 할인"		테이크아웃/포장
점원	아뇨 테이크아웃하셔도 가격은 같습니다	 F	카페	카페	0	2	할인문의		A					아뇨 테이크아웃하셔도 가격은 같습니다	"테이크아웃, 가격"		테이크아웃/포장
고객	빵도 여기서 만드는 거예요?	 F	카페	카페	1	3	메뉴문의		Q		빵도 여기서 만드는 거예요?				빵		빵/메뉴
점원	네 1시되면 빵이 나와요	 F	카페	카페	0	4	메뉴문의		A					네 1시되면 빵이 나와요	"1시, 빵"		"1시/시간, 빵/메뉴"
고객	더치커피도 있어요?	 F	카페	카페	1	5	메뉴문의		Q		더치커피도 있어요?				더치커피		더치커피/메뉴
점원	네 더치커피 종류는 브라질 콜롬비아 에티오피아 세 가지 종류가 있어요	 F	카페	카페	0	6	메뉴문의		A					네 더치커피 종류는 브라질 콜롬비아 에티오피아 세 가지 종류가 있어요	"더치커피, 종류, 브라질, 콜롬비아, 에티오피아, 세 가지, 종류"		"더치커피/메뉴, 브라질/원두종류, 콜롬비아/원두종류, 에티오피아/원두종류, 세 가지/종류"
고객	아메리카노 한 잔 주세요	 F	카페	카페	1	7	일반주문		Q		아메리카노 한 잔 주세요				"아메리카노, 한 잔"		"아메리카노/메뉴, 한 잔/수량"
점원	따뜻한 걸로 드릴까요?	 F	카페	카페	0	8	일반주문	음료온도	Q			따뜻한 걸로 드릴까요?			따뜻		따뜻/온도
고객	네 따뜻한 걸로 주세요	 F	카페	카페	1	9	일반주문	음료온도	A				네 따뜻한 걸로 주세요		따뜻		따뜻/온도
점원	3800원 결제해드리겠습니다	 F	카페	카페	0	10	일반주문		A					3800원 결제해드리겠습니다	3800원		3800원/금액
고객	더치커피는 작은 것도 팔아요?	 F	카페	카페	1	11	주문가능여부		Q		더치커피는 작은 것도 팔아요?				"더치커피, 작은"		"더치커피/메뉴, 작은/사이즈"
점원	더치커피는 앞에 있는 작은 것만 판매하고 있습니다	 F	카페	카페	0	12	주문가능여부		A					더치커피는 앞에 있는 작은 것만 판매하고 있습니다	"더치커피, 앞, 작은, 판매"		"더치커피/메뉴, 앞/방향, 작은/사이즈"
고객	더치커피 얼마인데요?	 F	카페	카페	1	13	가격문의		Q		더치커피 얼마인데요?				더치커피		더치커피/메뉴
점원	4000원입니다	 F	카페	카페	0	14	가격문의		A					4000원입니다	4000원		4000원/금액
고객	근처에 해룡이라는 중국집 있어요?	 F	카페	카페	1	15	주변시설		Q		근처에 해룡이라는 중국집 있어요?				"해룡, 중국집"		"해룡/상호명, 중국집/장소"
점원	해룡은 조금 더 올라가셔야 해요	 F	카페	카페	0	16	주변시설		A					해룡은 조금 더 올라가셔야 해요	해룡		해룡/상호명
고객	빵 시식 한 번 해봐도 돼요?	 F	카페	카페	1	17	시식요청		Q		빵 시식 한 번 해봐도 돼요?				"빵, 시식"		빵/메뉴
점원	네 드셔보세요	 F	카페	카페	0	18	시식요청		A					네 드셔보세요			
고객	커피 하나 주세요	 F	카페	카페	1	1	일반주문		Q		커피 하나 주세요				"커피, 하나"		"커피/메뉴, 하나/수량"
점원	아메리카노 맞으세요?	 F	카페	카페	0	2	일반주문	주문확인	Q			아메리카노 맞으세요?			아메리카노		아메리카노/메뉴
고객	네 테이크아웃 할인돼요?	 F	카페	카페	1	3	결제요청	포인트적립할인	A				네 테이크아웃 할인돼요?				
점원	포장 할인은 안되세요	 F	카페	카페	0	4	결제요청		A					포장 할인은 안되세요	"포장, 할인"		
고객	아메리카노 따뜻한거 하나 주세요	 F	카페	카페	1	5	일반주문		Q		아메리카노 따뜻한거 하나 주세요				"아메리카노, 따뜻, 하나"		"아메리카노/메뉴, 따뜻/온도, 하나/수량"
점원	적립하실 전화번호 등록하신거 있으세요?	 F	카페	카페	0	6	결제요청	포인트적립할인	Q			적립하실 전화번호 등록하신거 있으세요?			"적립, 전화번호, 등록"		
고객	아뇨 적립은 몇퍼센트 되나요?	 F	카페	카페	1	7	결제요청	포인트적립할인	A				아뇨 적립은 몇퍼센트 되나요?				
점원	카드는 3퍼센트 현금은 5퍼센트 적립되시고 5000점부터 사용 가능합니다	 F	카페	카페	0	8	결제요청		A					카드는 3퍼센트 현금은 5퍼센트 적립되시고 5000점부터 사용 가능합니다	"카드, 3퍼센트, 현금, 5퍼센트, 적립, 5000점"		"카드/결제수단, 현금/결제수단, 5000점/포인트"
고객	전화번호만 말씀해드리면 돼요?	 F	카페	카페	1	9	쿠폰멤버십적립문의		Q		전화번호만 말씀해드리면 돼요?				전화번호		
점원	네 전화번호만 말씀해주세요	 F	카페	카페	0	10	쿠폰멤버십적립문의		A					네 전화번호만 말씀해주세요	전화번호		
고객	#전화번호#	 F	카페	카페	1	11	쿠폰멤버십적립문의	회원정보	A				#전화번호#		#전화번호#		#전화번호#/전화번호
점원	성함이 어떻게 되세요?	 F	카페	카페	0	12	쿠폰멤버십적립문의	회원정보	Q			성함이 어떻게 되세요?			성함	성함/이름	
