text	label
이 카드로 해주세요	쿠폰 하나 드릴까요?
네 영수증도 하나 주세요	네 여기 있습니다
시럽은 약간만 넣었나요?	조금 넣었어요
미숫가루 라떼 종류가 되게 많네요?	그거는 커피가 안 들어가는 라떼에요
생강 차는 생강 분말 들어가요?	생강 청이랑 생강 가루가 들어갑니다
생강 수삼주스는 뭐에요?	수삼이랑 우유 갈아서 나가는 거에요
수삼주스는 얼마에요?	오천오백 원입니다
그러면 아메리카노 따뜻한 거 한 잔 주세요	이천팔백 원 결제 도와드릴게요
예 마시고 갈거에요	영수증 필요하세요?
예 이건 수제쿠키에요?	그냥 쿠키에요
이거 햄치즈는 얼마에요?	오천 원입니다
너무 뜨거워서 그런데 여기 얼음 세 개만 넣어주세요	네 넣어 드리겠습니다
로얄 밀크티는 뭐에요?	홍차에 티백 들어가는 음료입니다
커피가 들어갔나요?	아뇨 커피 안 들어가요
얼그레이는 홍차고 베리민트는 뭐에요?	베리민트도 홍차 들어가요
맛은 똑같은가요?	얼그레이는 얼그레이 맛이 나고 민트는 민트 맛이 납니다
솔티치즈 카페라떼 하나 줘요	따뜻한 걸로 드릴까요?
네 따뜻한 걸로 주세요	삼천오백 원이요
네 여기 뒤에 차 잠깐 세워도 돼요?	뒤쪽이 맘스터치 거라서 차 세우면 안 되세요 
차는 어디에 세워요?	가게 근처 빈자리에 세우시면 됩니다
여기 주차 단속은 안하나요?	네 단속 안합니다
커피 말고는 뭐 있어요?	라떼도 있고 주스도 있습니다
여기는 어떤 게 잘 나가요?	라떼는 곡물 라떼랑 고구마 라떼가 잘 나가고 주스는 블루베리와 아로니아가 잘 나갑니다
망고는 뭐에요?	망고는 시원해서 젊은 사람들이 선호합니다
블루베리도 잘 나가요?	네 블루베리도 잘 나가요
블루베리는 냉동 블루베리인가요?	네, 냉동 블루베리를 사용합니다
블루베리 주스 한 잔 주세요	네, 블루베르 주스 한 잔 준비해드릴게요
영수증 좀 주세요	네, 영수증 드리겠습니다
사장님 저 곡물 라떼는 뭐 들어가요?	곡물 라떼는 곡물 가루가 들어가고 우유 거품과 함께 따뜻하게 먹을 수 있습니다
블루베리 주스에는 시럽 들어가요?	네, 블루베르 주스에는 시럽이 들어갑니다
시럽 적당히 넣어주세요	네, 시럽 넣어드리겠습니다
냉동 블루베리에 시럽만 넣었나요?	블루베리 주스에는 시럽과 우유가 들어갔습니다
오늘은 몇 시까지 해요?	여섯시까지 합니다
카페라떼 많이 달아요?	카페라떼는 달지 않습니다
캬라멜 마끼아또는 달아요?	캬라멜 마끼아또는 단 음료입니다
카라멜 마끼아또도 시럽 빼면 괜찮을까요? 	카라멜 마끼아또는 시럽을 뺄 수는 없지만, 적게 넣을 수는 있습니다
케이크 종류도 있어요?	네, 케이크도 있습니다
티라미수는 어떤 거에요?	티라미수는 초콜렛과 치즈 맛이 나는 케이크입니다
티라미수는 많이 단가요?	네, 티라미수는 단 케이크입니다
생강 에이드도 많이 달아요?	네, 생강 에이드는 단 음료입니다
에이드가 차가운거죠?	에이드는 차갑게, 따뜻하게 모두 가능합니다
주차장은 없나봐요?	주차장은 가게 뒤에 있습니다
카페라떼는 설탕 빼주세요	네, 카페라떼에 설탕 빼드리겠습니다
오늘의 커피는 뭐에요?	오늘의 커피는 드립으로 내리는 커피에요
아메리카노하고 별 차이가 없어요?	아메리카노는 압력으로 추출하는 거라서 기름층이 있는데 오늘의 커피는 기름층 없이 부드럽게 드실 수 있어요 
오늘의 커피 연한 것도 가능해요?	오늘의 커피는 연하게 안 됩니다
오늘의 커피랑 아이스 아메리카노 주세요	오늘의 커피는 따뜻하게 드릴까요?
네 따뜻한 걸로 주세요	드시고 가세요?
네	사이즈 작은 걸로 두 잔 드리면 될까요?
작은 거 두 잔이 어느 정도에요?	왼쪽에 보시면 저희 컵 사이즈 예시가 나와있어요
제일 위에가 작은 거에요?	네 작은 거에요
작은 걸로 하고 충전도 할게요	충전 해서 결제 해드리면 될까요?
아뇨 충전만 5만원 해주세요	드시고 가시는거 맞으시죠?
먹다 남으면 포장 되나요?	네, 테이크아웃 잔에 옮겨 드려요
영수증 주세요	네 영수증, 오늘의 커피랑 아이스 아메리카노 준비해드리겠습니다
제일 작은 사이즈에요?	네, 가장 기본 사이즈고 따뜻한 건 한 단계 작은 사이즈가 또 있어요
빨대 주시고 물 한 컵 떠갈 수 있나요?	빨대와 물은 옆쪽에 보시면 준비되어 있습니다
차이티 라떼는 단 맛 조절이 가능해요?	네, 차이티 라떼는 단 맛 조절이 가능합니다
시럽이 조금만 들어가도 많이 달아요?	단 맛이 나기는 합니다
차이티 라떼 시키면 얼음물 주나요?	얼음은 따로 준비해 드릴 수 있습니다
이천햅쌀라떼가 뭐죠?	이천햅쌀라떼 파우더가 들어간 고소한 라떼라고 생각하시면 돼요
커피가 안 들어가는 거죠?	네 커피는 들어가지 않습니다
현금으로 결제를 하더라도 스타벅스 어플에 이력이 남나요?	스타벅스 카드 사용만 이력이 남습니다
카페 라떼하고 카페 모카하고 뭐가 달라요?	카페 라떼에는 우유만 들어가고, 카페 모카는 우유, 모카 소스가 들어가 단 맛이 나는 커피입니다
카페라떼 하나 주세요	드시고 가시나요?
텀블러 갖고 왔는데 할인 되나요?	텀블러는 삼백 원 할인 됩니다
텀블러에 담으려면 사이즈는 어떤 거 해야 돼요?	톨사이즈 입니다
톨사이즈가 제일 작은 건가요?	숏사이즈로 한 사이즈 더 작은 게 있습니다
톨사이즈로 주세요	네, 톨사이즈로 준비해드리겠습니다
샷은 한 개 들어가겠네요?	네, 톨사이즈는 샷이 한 개 들어갑니다
우유 양을 조금 더 많게 할 수 있나요?	거품 양을 조절해 우유 양을 조절 합니다
카드에 잔액이 남아 있나요?	잔액이 없습니다
충전해주세요	얼마 충전 해드릴까요?
삼만원이요	현금 영수증 드릴까요?
아뇨 설탕은 내가 따로 넣어야 돼요?	네 설탕은 직접 넣으셔야 됩니다
초콜릿 크림슈는 무슨 맛이에요?	초코맛 슈크림이 들어갑니다
잘 나가는 케이크가 어떤거죠?	조각케이크로요?
네 조각케이크로요	치즈케이크과 로얄비트쉬폰, 레드벨벳이 잘 나갑니다
뉴욕 치즈케이크 하나 주세요	포장이세요?
네 포장해주세요	오천칠백 원입니다
할인되는 카드 있어요?	현대엠포인트와 삼성포인트 신용카드, 씨제이원카드로 적립 가능하세요
씨제이 원카드라는건 뭐에요?	씨제이 계열사 포인트인데, 없으세요?
있어요 	실물카드나 바코드 있으시면 포인트 사용하시거나 적립 가능하세요
하나는 씨제이 원카드고 하나는 씨제이 계열 할인되는 국민 신용카드인데 두 개 다 사용 가능한가요?	네 씨제이 원카드, 국민카드 모두 사용 가능합니다
여긴 주차장이 따로 없죠?	야외 주차장과 주차 타워가 있습니다
포크 두 개 넣으셨나요?	네 포크 두 개 넣었습니다
화이트 초콜릿 모카랑 카페 모카랑 뭐가 달라요?	카페모카는 초코 소스가 들어가고, 화이트 초콜릿 모카는 좀 더 진한 화이트 초코 소스가 들어갑니다
소스가 더 끈적하다는 건가요?	네 초코 소스 보다 더 달은 소스 입니다
카페 라떼 하나 주세요	따뜻하게 톨사이즈로 드릴까요?
제일 작은 사이즈가 뭐죠?	숏사이즈 있어요
톨사이즈로 주세요	드시고 가세요?
아뇨 테이크아웃할게요	음료는 한 잔만 드릴까요?
네	사천 육백 원 결제하겠습니다
스타벅스 카드가 집에 많은데 별 적립한 걸 한 카드로 모을 수 있나요?	계정 등록하신 카드인가요?
잘 모르겠어요	확인해드릴게요
진열 된 건 모형이죠?	네, 진열 된 것들은 모형입니다
커피 음료 말고는 어떤게 있어요?	티, 라떼, 스파클링과 주스가 있습니다
자색 고구마는 어떤 맛이에요?	자색 고구마와 우유로 만든 음료입니다
초콜릿 라떼 하나 주세요	드시고 가세요?
아니요 일단 테이크아웃으로 주세요	네 4900원 입니다
할인되거나 적립되는 카드 없죠?	SK포인트 있으시면 사용 가능하세요
몇 퍼센트 되죠?	SK포인트는 15퍼센트 적용 가능합니다
주차는 어디다 하나요?	지정된 주차장은 없습니다
티멤버십 이 어플로 하면 되나요?	네 티멤버십 어플 맞습니다
지금까지 실물카드 계속 썼는데 왜 안되죠?	카드가 컴퓨터에 입력이 안되는 것 같습니다
영수증 좀 주세요	네 영수증 드리겠습니다
커피음료 말고는 어떤 게 있어요?	따뜻한거 찾으시나요?
네	밀크 베버리지나 블렌딩 드란티 종류로 보시면 됩니다
플랫치노에 적힌 초콜릿칩은 뭐에요?	플랫치노는 얼음이 들어가는 음료입니다
따뜻한 음료 중에 초콜렛은 없어요?	핫초코 있는데 드릴까요?
네 한 잔 주세요	휘핑크림 올려 드릴까요?
아니요	적립 하시겠어요?
아니요 	네 드시고 가시는 건가요?
일단 종이컵에 테이크아웃 해주세요 	매장 내에서는 일회용 컵 사용이 금지되어 있어서 양해 부탁드립니다
요거트는 플레인하고 딸기밖에 안돼요?	네 플레인 요거트와 딸기 요거트가 있습니다
그러면 플레인 요거트 하나 주시고 프라페는 뭐예요?	프라페는 얼음을 간 음료입니다
애들은 어떤 프라페를 좋아하나요?	아이들은 쿠키프라페를 많이 먹어요
플레인 요거트 하나랑 쿠키프라페 주세요	쿠키프라페에 휘핑크림 올려드릴까요?
네 휘핑 올려주세요	쿠폰 드릴까요?
네 전에 받은 쿠폰도 있어요	쿠폰 합쳐드릴게요
쿠폰 10개 모으면 음료 종류 상관없이 한 잔 무료예요?	아뇨 아메리카노 하나만 가능하세요
음료 안 쏟아지게 잘 포장해주세요	네 포장해드리겠습니다
이 음료에는 생딸기가 들어가요?	네 생딸기를 넣어요
에스프레소는 뜨거운 물 따로 주나요?	죄송합니다만 에스프레소는 불가능하고 2층 안쪽에 따로 레몬물이 준비되어 있습니다
라떼 중에서는 카페라떼가 제일 덜 달죠?	네 시럽이 안 들어가서 제일 안 달아요
카페라떼 하나 주세요	드시고 가세요?
네 2층에도 자리 있죠?	네 해피포인트 카드 있으세요?
네 여기요	적립 해드렸습니다
크림치즈 마카롱 한 개에 천 원인가요?	네 마카롱은 한 개당 천 원입니다
쿠앤크마카롱이랑 딸기마카롱도 하나씩 주세요	저희 매장 9시반까지 이용 가능하신데 괜찮으세요?
네 아이스 아메리카노도 하나 주세요	저희 마감 시간 다 돼서 테이크아웃컵에 제공해드릴게요
초코 마카롱이랑 요거트 마카롱도 하나씩 더 주세요	네 마카롱 총 다섯 개 구매하는 거 맞으시죠?
네 승차권 있으면 10프로 할인되나요?	네 승차권 있으시면 음료 10퍼센트 할인 가능합니다
영수증 하나 주세요	네 할인해서 7700원입니다
종이컵이랑 빨대 하나만 더 주면 안돼요?	종이컵과 빨대는 옆에 있습니다
커피 메뉴는 어디 있어요?	이쪽에 있어요
테이크아웃은 할인돼요?	네 테이크아웃하실 경우 할인됩니다
커피에 샷은 한 개 들어가나요?	아메리카노는 샷이 하나 들어가고 카페라테는 두 개 들어갑니다
커피인데 달콤하게 먹을 수 있는게 있나요?	바닐라라테를 추천드릴게요
바닐라라테에 바닐라가 들어간건가요?	바닐라 시럽이 들어가요
커피콘은 밀가루에 커피를 넣은 건가요?	네 와플같은 디저트입니다
커피콘 12개에 1500원짜리 테이크아웃이요	네 테이크아웃으로 해드리겠습니다
자스민차 있나요?	자스민차는 없어요
차 종류는 어디있나요?	차 종류는 저쪽 메뉴판을 보시면 돼요
아메리카노에 찬물을 조금 넣어주세요	네 드시고 가세요?
아뇨 테이크아웃 해주시고 10프로 할인해주시는거 맞나요?	아뇨 원래 아메리카노 2000원인데 1200원으로 해드리는 거예요
영수증도 좀 주실래요?	네 음료랑 같이 드릴게요
아메리카노에 찬물 넣으셨어요?	네 아메리카노에 찬물 조금 넣어드렸습니다
사장님 아메리카노가 뜨거워서 그러는데 얼음 몇 개 넣어주실 수 있어요?	네 얼음 드릴게요
테이크아웃하면 할인되나요?	아뇨 테이크아웃하셔도 가격은 같습니다
빵도 여기서 만드는 거예요?	네 1시되면 빵이 나와요
더치커피도 있어요?	네 더치커피 종류는 브라질 콜롬비아 에티오피아 세 가지 종류가 있어요
아메리카노 한 잔 주세요	따뜻한 걸로 드릴까요?
네 따뜻한 걸로 주세요	3800원 결제해드리겠습니다
더치커피는 작은 것도 팔아요?	더치커피는 앞에 있는 작은 것만 판매하고 있습니다
더치커피 얼마인데요?	4000원입니다
근처에 해룡이라는 중국집 있어요?	해룡은 조금 더 올라가셔야 해요
빵 시식 한 번 해봐도 돼요?	네 드셔보세요
커피 하나 주세요	아메리카노 맞으세요?
네 테이크아웃 할인돼요?	포장 할인은 안되세요
아메리카노 따뜻한거 하나 주세요	적립하실 전화번호 등록하신거 있으세요?
아뇨 적립은 몇퍼센트 되나요?	카드는 3퍼센트 현금은 5퍼센트 적립되시고 5000점부터 사용 가능합니다
전화번호만 말씀해드리면 돼요?	네 전화번호만 말씀해주세요
#전화번호#	성함이 어떻게 되세요?
#이름#	영수증 필요하세요?
네 포인트 적립됐어요?	네 영수증 밑에 보시면 포인트 적혀있어요
커피에 샷이 몇 개 들어가요?	따뜻한 아메리카노에는 샷이 한 개 들어갑니다
커피가 너무 뜨거운데 얼음 세 개만 넣어주세요	네 얼음 넣어드릴게요
2층도 있어요?	2층은 없어요
빵 시식할 수 있는 거 있어요?	네 시식은 저쪽에서 가능하세요
빨대는 어디 있나요?	카운터 밑에 보시면 납작한 빨대 있습니다 
밀크 캬라멜은 얼마예요?	밀크 캬라멜은 1200원이에요
혹시 빵 배달도 해주시나요?	배달은 안해요
명함 하나 가져가도 되죠?	네 명함 드리겠습니다
본점도 있어요?	저희 매장이 본점이에요
모과차 테이크아웃 되나요?	네 테이크아웃 가능하세요
혹시 모과차 두 잔으로 나눠줄 수 있어요?	두 잔 주문하시는 걸 추천드릴게요
모과차 한 잔하고 아메리카노 뜨거운 걸로 하나 주세요	드시고 가세요?
가져갈게요	테이크아웃 500원씩 할인되서 6500원입니다
영수증 주세요	네 영수증 드리겠습니다
음료 뜨겁지 않게 찬물 조금만 넣어주세요	네 찬물 넣어드리겠습니다
일요일에는 영업을 안하세요?	일요일 영업은 오후 6시에 마칩니다
쉬는 날은 없어요?	명절을 제외하고는 쉬는 날이 없습니다 
여기 더치커피 팔아요?	죄송합니다만 지금은 더치커피 재고가 없어요
아메리카노에 샷이 한 개에요?	네 아메리카노에는 샷이 한 개 들어갑니다
조금만 마시고 가도 되죠?	테이크아웃 할인해드려서 불가능합니다
커피가 1리터예요?	1리터도 가능하시고 작은 사이즈도 있어요
커피 가격이 1000원이에요?	네 1000원 맞아요
아메리카노 한 잔 주세요	따뜻한 걸로 드릴까요?  
네 따뜻한 걸로요	사이즈는요?
작은 걸로 주세요	드시고 가세요?
테이크아웃 해주시고 스탬프 적립돼요?	큰 사이즈만 스탬프 적립이 가능합니다
커피에 얼음 두 개만 넣어주실 수 있어요?	네 얼음 넣어드릴게요
여기 생긴지 얼마나 됐어요?	1년 넘었습니다
커피에 샷 한 개 들어간 거예요?	네 아메리카노에는 샷이 한 개 들어갑니다
사과는 얼마예요?	주스용이라 판매하고 있는 사과가 아닙니다
영수증 주세요	네 잠시만 기다려주세요 
메뉴판은 어디있어요?	메뉴판은 위와 옆쪽을 보시면 있습니다
커피 중에 우유는 안들어가는데 달콤한게 있나요?	아메리카노에 시럽 추가하시는 걸 추천드릴게요
카페모카에는 뭐가 들어갔죠?	카페모카에는 초코 시럽이 들어가 있어요
카페모카 위에 올라가 있는 건 우유 거품인가요?	우유 거품이 아닌 휘핑크림인데 빼실 수 있습니다
카페모카에 휘핑크림 올려주세요	따뜻한 걸로 드릴까요?
네 따뜻한 걸로 주세요	드시고 가세요?
아뇨 테이크아웃 해주시고 우유는 조금만 넣어주세요	우유를 덜 넣으면 맛이 진해지는데 괜찮으세요?
네 카페모카에 커피는 안들어가요?	카페모카에는 샷이 두 개 들어갑니다
영수증 주세요	네 테이크아웃하셔서 1000원 할인됐습니다
휘핑크림은 뭘로 만드나요?	휘핑크림에는 우유와 바닐라시럽이 들어갑니다
플랫화이트가 뭐예요?	우유 양이 적은 라떼입니다
여기 체인점이에요?	아뇨 개인 카페입니다
생긴지 얼마나 됐어요?	1년 넘었어요
포인트 적립도 하나요?	저희 매장에서 사용 가능한 쿠폰 드리겠습니다
따뜻한 아메리카노 작은 걸로 주세요	네 테이크아웃 할인 해드리겠습니다
더치커피도 판매 하나요?	죄송합니다만 더치커피는 없어요
영수증 주세요	네 영수증 드리겠습니다
원두는 갈아서 파시나요?	아뇨 원두는 안 팔고 있습니다 
컵 홀더 있나요?	네 컵에 홀더 끼워드릴게요
아메리카노에 샷이 두 개인가요?	네 아메리카노는 투 샷이에요
얼음 두 개만 넣어주세요	네 얼음 넣어드릴게요
케냐 에티오피아가 뭐예요?	매장에서 사용되는 원두입니다
더치 아메리카노는 아이스만 되죠?	아뇨 따뜻한 것도 됩니다
솔티드캬라멜라떼는 뭐예요?	솔티드캬라멜라떼는 시즌 메뉴 중 하나인데 약간 짭잘한 맛이 들어있는 커피입니다
구수한 맛이 혹시 들어있나요?	구수한 것보단 달달한 맛이 많이 나요 
더치라떼로 하나 주세요	따뜻한거 맞으세요?
네 따뜻한 걸로 주세요 	드시고 가는 거 맞으세요?
잠시만 여기 앉아서 마시다가 들고나가도 상관은 없죠?	오래만 앉아계시는거 아니면 괜찮아요 
테이크아웃컵을 실내에서는 사용 못하게 되어 있어요?	네 법적으로 불가능하게 되어있습니다
시럽은 어디있어요?	우측에 있어요
소금커피가 뭐예요?	아메리카노 위에 소금크림소스 올려드려요
단 맛은 안나는건가요?	심하게 짠 건 아니고 달면서 짜요
메이플라떼는 뭐예요?	메이플 시럽이 들어간 단 음료입니다
소금커피 한 번 먹어볼게요	따뜻한 걸로요?
네 따뜻한 걸로 주세요	가지고 가세요?
네 생긴지 얼마 안됐나봐요?	네 1월말에 개업했습니다 
리필도 해주나요?	네 샷 추가 가능하세요
마카롱은 3개에 6900원인가요?	네 맞습니다
대만샌드위치는 여기서 만든 거예요?	네 아침에 사장님이 만드시는 거예요
영수증 받아야 하는데 깜빡했네요	네 영수증 드릴게요
아메리카노 시원하게 하나 주세요	2000원입니다
더블에스프레소는 양이 두 배라는 말이에요?	샷을 원액으로 두 개 넣어드립니다
십구곡라떼는 뭐예요?	곡물라떼 곡물과 우유와 율무가 들어있어요
죄송한데 물 한 컵만 주세요	물은 뒤에 있어요
컵은 어디다 두면 돼요?	여기 주세요
가게가 10년이나 됐어요?	아뇨 저희는 2015년도에 개업했습니다
아포가토는 뭐예요?	저희는 아포카토는 없고 빽앤나가 있어요
빽앤나는 뭔데요?	커피 위에 아이스크림 올라가는 거예요
레몬에이드하고 티레몬에이드하고 어떻게 차이나나요?	티레몬에이드는 우려낸 차가 들어가서 차 맛이 좀 나요
콜드브루는 뭐예요?	더치커피를 시원하게 우려낸겁니다
콜드브루 시원하게 한 잔 주세요	3900원입니다
카드 되나요?	네 카드 결제됩니다 
모히토커피라떼는 뭐에요?	콜드브루에 모히토 티백을 넣어서 화한 맛과 달콤한 맛이 납니다
그냥 기본적인 콜드브루 하나 주세요	롯데 포인트 적립할까요?
아뇨 됐습니다	저희 적립 스탬프 찍어드릴까요?
네 히비스커스라즈 이거는 따뜻하게 나오나봐요	네 몸에 좋은 따뜻한 차예요
체인점인가봐요?	네 서울 경기 지역에 많이 있습니다
이 통은 뭔데요?	주스를 테이크아웃 주문하시는 분들에게 판매하고 있습니다
여기 매장은 국내 브랜드에요?	네 국내 브랜드 맞습니다
인삼한뿌리는 어떻게 만들어요?	인삼이랑 우유랑 시럽 조금 넣어서 만들어요
진저에이드는 아린 맛이 나나요?	네 그렇게 심하게 아리진 않아요
톨 사이즈가 제일 작은거예요?	네 톨 사이즈가 가장 작은 사이즈입니다
카푸치노 위에 시나몬 파우더 올라가나요?	시나몬 파우더는 셀프바에서 이용하시면 됩니다
아이스 아메리카노랑 카푸치노 한 잔씩 주세요	드시고 가세요?
네 먹고 가려고하는데 먹다가 남으면 테이크아웃 할 수 있나요?	네 테이크아웃 해드릴게요
여기는 자체 회원카드가 없나봐요?	저희 브랜드 어플 받으시면 회원카드 사용 가능합니다
혹시 리필도 되나요?	아메리카노 하신 거에 100원 추가하시면 돼요
따뜻한 물 좀 주세요	네 따뜻한 물 드릴게요
여기 와이파이 비밀번호가 어떻게 돼요?	와이파이 비밀번호는 영수증 밑에 적혀있습니다 
아메리카노 얼마예요?	3500원이요
주스 종류는 어떤게 있어요?	지금은 바나나 주스만 가능합니다
바나나 주스는 어떻게 만드는 거에요?	바나나 주스는 바나나랑 우유를 조금 넣어서 갈아드려요
바나나 주스 하나랑 아메리카노 하나 주세요	아메리카노 따뜻한 걸로 드릴까요?
네 따뜻한 걸로 주세요	드시고 가시나요?
네 병 주스는 어떤 게 있어요?	병 주스는 판매하지 않습니다
할인되는 카드는 없죠?	저희가 개인 카페라서 할인 카드는 따로 없어요
영수증 주세요	네 7800원입니다
쿠폰은 없어요?	쿠폰에 도장 찍어드릴게요
도장 10개까지 찍어야해요?	10번째까지 찍으시면 아메리카노랑 아이스티 한 잔 드려요
여기 화장실은 어디예요?	나가셔서 건물 바깥쪽에 있어요
주문을 잘못해서 그러는데 아이스로 해주시면 안돼요?	뜨거우시면 얼음 조금만 넣어드릴게요
지금 생과일 주스는 뭐가 돼요?	자몽 청포도 키위가 가능합니다
더치커피가 일반 커피보다 맛이 더 진한가요?	일반 커피와 비슷합니다
프라페는 뭐예요?	프라페는 얼음과 재료를 간 음료입니다
케냐AA보다 예가체프가 더 부드러워요?	네 가장 부드러운걸 찾으시면 마운틴을 추천드릴게요
블루마운틴 아메리카노 주세요	드시고 가세요?
네 먹고 갑니다	따뜻한 걸로 해드릴까요?
네 카드 되죠?	네 5000원입니다
구운 도너츠는 여기서 직접 굽는다 그랬죠?	네 저희가 직접 굽는 도너츠입니다
구운 도너츠 하나에 얼마예요?	작은 거 10개에 3천원입니다
모카치노가 뭐에요?	카페모카에 거품을 많이 넣어드리는 거예요
카페라떼 한 잔 주시겠어요?	드시고 가세요?
네 카페라떼 진하게 해주실 수 있으세요?	진하게 하시려면 샷을 추가하셔야 해요
여기 체인점인가요?	아뇨 저희는 체인점이 아닙니다
영수증 주세요	네 4000원 결제하겠습니다
여기 주차장이 따로 있어요?	주차장은 같은 건물에 있는 곳을 사용하시면 됩니다
와이파이 있어요?	네 비밀번호는 뒤쪽에 나와있어요
카카오페이 결제되나요?	네 카카오페이 가능합니다
휴대폰 급속 충전기 있어요?	급속 충전기는 없지만 주시면 저희가 충전해드릴 수 있어요
물티슈 하나 주세요	죄송합니다만 물티슈는 따로 없어요
따뜻한 물 한 잔 주실 수 있어요?	네 따뜻한 물 한 잔 드리겠습니다
제가 다 못마셔서 컵에 좀 옮겨주실 수 있나요?	네 테이크아웃잔에 옮겨드릴게요
휴지 조금 더 가져가도 되죠?	네 가능하세요
아메리카노 한 잔 주시겠어요?	따뜻한 거요?
네 따뜻한 걸로 주세요	1800원입니다
여기 혹시 쿠폰 있어요?	네 매장 쿠폰 있습니다
쿠폰은 10개 모으면 되는 건가요?	네 쿠폰 10개 모으시면 아메리카노 한 잔 드립니다
쿠폰으로 받는 커피는 따뜻한 아메리카노로 정해져있어요?	아이스로 변경하시는 건 상관 없어요
사장님 여기 혹시 주차는 어디 하면 되나요?	맞은편 빌딩에 대시면 1시간 무료 쿠폰이 나갈 거예요
주차단속 차가 다니나요?	네 저번 주부터 한 번씩 주차단속을 나와요
휴지말고 물티슈는 있어요?	죄송합니다만 물티슈는 따로 없습니다
커피에 얼음 두 개만 넣어주세요	네 넣어드릴게요
신데렐라 커피는 뭐예요?	원두를 선택하시는 커피예요
저는 좀 진한 거 좋아하는데 원두 추천해주세요	신 맛이 강한 건 어떠세요?
네 좋아해요	향이 진한 것도 괜찮으세요?
네 향이 진해도 상관 없어요	장화홍련이랑 바리스타마스터 추천드릴게요
제가 고른 원두로 아메리카노랑 라떼도 되는 거예요?	네 가능합니다
커피 코지코히는 뭐예요?	커피 코지코히는 드립커피입니다
코지코히는 900원이에요?	네 코지코히는 900원입니다
그럼 밀크코히는요?	밀크코히는 라떼입니다
메뉴를 일본어로 해 놓으신 거예요?	네 코히가 커피라는 뜻이에요
아메키라노 한 잔 주세요	드시고 가세요?
네 먹고 갈 거예요	네 아메리카노 한 잔 1900원입니다
가게 앞에 주차해도 되는 건가요?	가게 앞은 주차하시면 안 됩니다
그럼 어디에 주차하면 되나요?	옆에 있는 아파트 주차선에 주차하시면 됩니다
몇 시에서 몇 시까지 영업하세요?	저희는 8시부터 8시까지 영업합니다
네 휴지 좀 주시겠어요?	네 휴지 드리겠습니다
혹시 물티슈는 있나요?	네 물티슈도 드리겠습니다
마카롱도 같이 파시나요?	네 마카롱도 만들어서 팔고 있습니다
마카롱 한 개에 얼마예요?	마카롱 한 개는 1900원입니다
화장실은 어디로 가면 되나요?	화장실은 왼쪽으로 가시면 됩니다
마론마키야또는 무슨 맛이에요?	마론마키야또는 단 맛이 납니다
바닐라라떼는 어떤 게 들어가나요?	바닐라라떼에는 바닐라시럽이 들어갑니다
카페라떼 하나 주세요	드시고 가시나요?
네 먹고 갈 거예요	카페라떼 한 잔 4500원입니다
회원은 어떤 혜택이 있어요?	회원은 3프로씩 적립해 드립니다
회원 카드 하나 만들어 주세요	네 성함이랑 전화번호 적어 주세요
빵은 직접 다 만드시는 거예요?	네 직접 만들고 있습니다
오늘은 시식하는 게 없네요	네 오늘은 시식하는 게 없습니다
몇 시부터 몇 시까지 하시나요?	8시부터 11시까지 합니다
현금이나 카드나 똑같이 3프로 적립이 되는 거예요?	네 3프로씩 적립이 됩니다
음료 리필 서비스는 어떤 거예요?	음료 리필 서비스는 아메리카노랑 콜드브루 드시는 분들에게 해당됩니다
컵 홀더 하나 주세요	네 컵 홀더 하나 드리겠습니다
카카오페이 결제가 가능한가요?	카카오페이는 안 되고 삼성페이랑 엘지페이는 가능합니다
민트아메리카노는 어떤 거예요?	민트아메리카노는 지금 판매하지 않습니다
경성역 다방커피는 어떤 거예요?	경성역 다방커피는 연유커피입니다
라떼하고 비슷한 거예요?	돌체라떼와 비슷한데 라떼에 연유를 넣는 겁니다
더 고소한 맛이 많은 거예요?	부드러운 맛이 있습니다
그냥 아메리카노 한 잔 주세요	따뜻한 걸로 드릴까요?
네 따뜻한거 주세요	드시고 가시나요?
네 먹고 갈 거예요	20분 정도 걸리는데 괜찮으신가요?
네 혹시 적립카드 같은 게 있나요?	전화번호 말씀해 주시면 적립됩니다
적립은 어떻게 되나요?	적립은 쿠폰제로 10개 모으시면 음료 한 잔 드리는 방식입니다
카카오페이 결제는 되나요?	카카오페이는 불가능합니다
빵 종류는 뭐가 있나요?	지금은 허니버터볼, 치즈케이크, 브라우니만 가능합니다
카페에서 만드는 건가요?	브라우니랑 치즈케이크는 완제로 나오고 허니버터볼은 직접 만듭니다
와이파이 비번은 뭐예요?	와이파이 비밀번호는 카운터와 모니터에 적혀 있습니다
근처에 편의점이 어디 있어요?	편의점은 길 건너서 가셔야 합니다
빨대 있나요?	네 빨대 드리겠습니다
얼음 좀 넣어 주세요	네 얼음 넣어 드리겠습니다
그릇은 카운터에 반납하면 되나요?	네 그릇은 카운터로 주시면 됩니다
저녁 몇 시까지 하시나요?	저녁 7시까지 합니다
아포카토는 어떤 거예요?	아포카토는 바닐라 아이스크림에 에스프레소 샷이 들어가는 겁니다
스팀밀크는 어떤 거예요?	스팀밀크는 우유를 스팀으로 데워서 드리는 겁니다
아메리카노는 아이스랑 핫이랑 가격 차이 없어요?	네 아메리카노는 가격 차이가 없습니다
아메리카노 따뜻한 거 하나 주세요	네 적립 있으신가요?
적립 하나 만들어 주세요	네 전화번호 입력해 주세요
